Maxi Prin Strs,Mini Prin Strs,Sa,Sm,Sn',Sn,b,b',N',N,Predicted,Cycles
-46554.5,-292173.5,122863.75,-169309.75,223.7759868,549.0479641,-0.836546723,-1.195390493,1.444863064,0.64408724,642440.4,644087.2402
-46446,-292038,122850.25,-169187.75,223.6154605,549.3817364,-0.836530816,-1.195413224,1.445741412,0.643614107,641967.5,643614.1068
-46337.5,-291902.5,122836.75,-169065.75,223.4549342,549.7159883,-0.836514907,-1.195435959,1.446621022,0.643140916,641494.6,643140.9155
-46229,-291767,122823.25,-168943.75,223.2944079,550.0507207,-0.836498996,-1.195458697,1.447501897,0.642667666,641021.75,642667.6664
-46120.5,-291631.5,122809.75,-168821.75,223.1338816,550.3859348,-0.836483084,-1.195481438,1.448384039,0.642194359,640548.9,642194.3594
-46012,-291496,122796.25,-168699.75,222.9733553,550.7216315,-0.836467169,-1.195504183,1.449267451,0.641720995,640076,641720.9946
-45903.5,-291360.5,122782.75,-168577.75,222.8128289,551.057812,-0.836451253,-1.195526931,1.450152137,0.641247572,639603.1,641247.572
-45795,-291225,122769.25,-168455.75,222.6523026,551.3944772,-0.836435335,-1.195549683,1.451038098,0.640774092,639130.25,640774.0917
-45686.5,-291089.5,122755.75,-168333.75,222.4917763,551.7316282,-0.836419416,-1.195572438,1.451925337,0.640300554,638657.3,640300.5538
-45578,-290954,122742.25,-168211.75,222.33125,552.069266,-0.836403494,-1.195595196,1.452813858,0.639826958,638184.44,639826.9583
-45469.5,-290818.5,122728.75,-168089.75,222.1707237,552.4073918,-0.836387571,-1.195617958,1.453703663,0.639353305,637711.5,639353.3052
-45361,-290683,122715.25,-167967.75,222.0101974,552.7460065,-0.836371647,-1.195640723,1.454594754,0.638879595,637238.6,638879.5946
-45252.5,-290547.5,122701.75,-167845.75,221.8496711,553.0851113,-0.83635572,-1.195663491,1.455487135,0.638405826,636765.8,638405.8265
-45144,-290412,122688.25,-167723.75,221.6891447,553.4247071,-0.836339792,-1.195686263,1.456380808,0.637932001,636292.94,637932.001
-45035.5,-290276.5,122674.75,-167601.75,221.5286184,553.7647952,-0.836323862,-1.195709038,1.457275777,0.637458118,635820,637458.1181
-44927,-290141,122661.25,-167479.75,221.3680921,554.1053764,-0.83630793,-1.195731816,1.458172043,0.636984178,635347.1,636984.1778
-44818.5,-290005.5,122647.75,-167357.75,221.2075658,554.446452,-0.836291996,-1.195754598,1.45906961,0.63651018,634874.25,636510.1803
-44710,-289870,122634.25,-167235.75,221.0470395,554.7880229,-0.836276061,-1.195777383,1.459968481,0.636036126,634401.4,636036.1256
-44601.5,-289734.5,122620.75,-167113.75,220.8865132,555.1300903,-0.836260124,-1.195800172,1.460868659,0.635562014,633928.5,635562.0136
-44493,-289599,122607.25,-166991.75,220.7259868,555.4726553,-0.836244185,-1.195822964,1.461770145,0.635087845,633455.6,635087.8445
-44384.5,-289463.5,122593.75,-166869.75,220.5654605,555.8157189,-0.836228244,-1.195845759,1.462672944,0.634613618,632982.75,634613.6184
-44276,-289328,122580.25,-166747.75,220.4049342,556.1592822,-0.836212302,-1.195868558,1.463577058,0.634139335,632509.8,634139.3351
-44167.5,-289192.5,122566.75,-166625.75,220.2444079,556.5033463,-0.836196358,-1.19589136,1.46448249,0.633664995,632036.94,633664.9949
-44059,-289057,122553.25,-166503.75,220.0838816,556.8479124,-0.836180412,-1.195914166,1.465389243,0.633190598,631564,633190.5978
-43950.5,-288921.5,122539.75,-166381.75,219.9233553,557.1929814,-0.836164464,-1.195936975,1.466297319,0.632716144,631091.1,632716.1437
-43842,-288786,122526.25,-166259.75,219.7628289,557.5385546,-0.836148515,-1.195959787,1.467206723,0.632241633,630618.25,632241.6328
-43733.5,-288650.5,122512.75,-166137.75,219.6023026,557.884633,-0.836132564,-1.195982603,1.468117455,0.631767065,630145.3,631767.065
-43625,-288515,122499.25,-166015.75,219.4417763,558.2312177,-0.836116611,-1.196005422,1.46902952,0.631292441,629672.44,631292.4405
-43516.5,-288379.5,122485.75,-165893.75,219.28125,558.5783098,-0.836100656,-1.196028244,1.469942921,0.630817759,629199.5,630817.7593
-43408,-288244,122472.25,-165771.75,219.1207237,558.9259105,-0.8360847,-1.19605107,1.470857659,0.630343021,628726.6,630343.0215
-43299.5,-288108.5,122458.75,-165649.75,218.9601974,559.2740209,-0.836068742,-1.196073899,1.471773739,0.629868227,628253.75,629868.227
-43191,-287973,122445.25,-165527.75,218.7996711,559.6226421,-0.836052782,-1.196096732,1.472691163,0.629393376,627780.9,629393.376
-43082.5,-287837.5,122431.75,-165405.75,218.6391447,559.9717752,-0.83603682,-1.196119568,1.473609935,0.628918468,627307.94,628918.4684
-42974,-287702,122418.25,-165283.75,218.4786184,560.3214213,-0.836020857,-1.196142407,1.474530056,0.628443504,626835,628443.5044
-42865.5,-287566.5,122404.75,-165161.75,218.3180921,560.6715816,-0.836004892,-1.19616525,1.475451531,0.627968484,626362.2,627968.484
-42757,-287431,122391.25,-165039.75,218.1575658,561.0222573,-0.835988925,-1.196188096,1.476374361,0.627493407,625889.25,627493.4072
-42648.5,-287295.5,122377.75,-164917.75,217.9970395,561.3734494,-0.835972956,-1.196210946,1.477298551,0.627018274,625416.4,627018.2741
-42540,-287160,122364.25,-164795.75,217.8365132,561.725159,-0.835956985,-1.196233799,1.478224103,0.626543085,624943.5,626543.0847
-42431.5,-287024.5,122350.75,-164673.75,217.6759868,562.0773875,-0.835941013,-1.196256655,1.47915102,0.626067839,624470.56,626067.8392
-42323,-286889,122337.25,-164551.75,217.5154605,562.4301358,-0.835925039,-1.196279515,1.480079305,0.625592537,623997.6,625592.5374
-42214.5,-286753.5,122323.75,-164429.75,217.3549342,562.7834051,-0.835909063,-1.196302378,1.481008961,0.62511718,623524.75,625117.1795
-42106,-286618,122310.25,-164307.75,217.1944079,563.1371967,-0.835893086,-1.196325244,1.481939991,0.624641766,623051.9,624641.7656
-41997.5,-286482.5,122296.75,-164185.75,217.0338816,563.4915116,-0.835877106,-1.196348114,1.482872399,0.624166296,622578.94,624166.2957
-41889,-286347,122283.25,-164063.75,216.8733553,563.846351,-0.835861125,-1.196370988,1.483806187,0.62369077,622106.06,623690.7698
-41780.5,-286211.5,122269.75,-163941.75,216.7128289,564.2017161,-0.835845143,-1.196393864,1.484741358,0.623215188,621633.1,623215.1879
-41672,-286076,122256.25,-163819.75,216.5523026,564.5576081,-0.835829158,-1.196416744,1.485677916,0.62273955,621160.25,622739.5502
-41563.5,-285940.5,122242.75,-163697.75,216.3917763,564.9140281,-0.835813172,-1.196439628,1.486615863,0.622263857,620687.4,622263.8567
-41455,-285805,122229.25,-163575.75,216.23125,565.2709773,-0.835797183,-1.196462515,1.487555203,0.621788107,620214.4,621788.1075
-41346.5,-285669.5,122215.75,-163453.75,216.0707237,565.6284568,-0.835781194,-1.196485405,1.488495939,0.621312302,619741.56,621312.3025
-41238,-285534,122202.25,-163331.75,215.9101974,565.9864679,-0.835765202,-1.196508299,1.489438074,0.620836442,619268.6,620836.4418
-41129.5,-285398.5,122188.75,-163209.75,215.7496711,566.3450118,-0.835749208,-1.196531196,1.49038161,0.620360526,618795.75,620360.5256
-41021,-285263,122175.25,-163087.75,215.5891447,566.7040896,-0.835733213,-1.196554097,1.491326552,0.619884554,618322.9,619884.5538
-40912.5,-285127.5,122161.75,-162965.75,215.4286184,567.0637026,-0.835717216,-1.196577001,1.492272901,0.619408526,617850,619408.5265
-40804,-284992,122148.25,-162843.75,215.2680921,567.4238518,-0.835701218,-1.196599908,1.493220663,0.618932444,617377,618932.4437
-40695.5,-284856.5,122134.75,-162721.75,215.1075658,567.7845386,-0.835685217,-1.196622819,1.494169839,0.618456306,616904.2,618456.3055
-40587,-284721,122121.25,-162599.75,214.9470395,568.1457642,-0.835669215,-1.196645733,1.495120432,0.617980112,616431.25,617980.112
-40478.5,-284585.5,122107.75,-162477.75,214.7865132,568.5075297,-0.835653211,-1.196668651,1.496072446,0.617503863,615958.3,617503.8632
-40370,-284450,122094.25,-162355.75,214.6259868,568.8698363,-0.835637205,-1.196691572,1.497025885,0.617027559,615485.44,617027.5591
-40261.5,-284314.5,122080.75,-162233.75,214.4654605,569.2326853,-0.835621197,-1.196714496,1.497980751,0.6165512,615012.5,616551.1998
-40153,-284179,122067.25,-162111.75,214.3049342,569.5960779,-0.835605188,-1.196737424,1.498937047,0.616074785,614539.7,616074.7854
-40044.5,-284043.5,122053.75,-161989.75,214.1444079,569.9600153,-0.835589177,-1.196760355,1.499894777,0.615598316,614066.7,615598.3159
-39936,-283908,122040.25,-161867.75,213.9838816,570.3244987,-0.835573164,-1.19678329,1.500853944,0.615121791,613593.9,615121.7914
-39827.5,-283772.5,122026.75,-161745.75,213.8233553,570.6895294,-0.835557149,-1.196806228,1.501814551,0.614645212,613120.9,614645.2118
-39719,-283637,122013.25,-161623.75,213.6628289,571.0551087,-0.835541133,-1.196829169,1.502776602,0.614168577,612648,614168.5774
-39610.5,-283501.5,121999.75,-161501.75,213.5023026,571.4212376,-0.835525115,-1.196852114,1.503740099,0.613691888,612175.1,613691.888
-39502,-283366,121986.25,-161379.75,213.3417763,571.7879175,-0.835509095,-1.196875063,1.504705046,0.613215144,611702.25,613215.1438
-39393.5,-283230.5,121972.75,-161257.75,213.18125,572.1551497,-0.835493073,-1.196898014,1.505671446,0.612738345,611229.4,612738.3449
-39285,-283095,121959.25,-161135.75,213.0207237,572.5229353,-0.835477049,-1.196920969,1.506639303,0.612261491,610756.44,612261.4912
-39176.5,-282959.5,121945.75,-161013.75,212.8601974,572.8912756,-0.835461024,-1.196943928,1.50760862,0.611784583,610283.5,611784.5829
-39068,-282824,121932.25,-160891.75,212.6996711,573.2601719,-0.835444997,-1.19696689,1.5085794,0.61130762,609810.6,611307.62
-38959.5,-282688.5,121918.75,-160769.75,212.5391447,573.6296255,-0.835428968,-1.196989856,1.509551646,0.610830602,609337.75,610830.6025
-38851,-282553,121905.25,-160647.75,212.3786184,573.9996376,-0.835412938,-1.197012824,1.510525362,0.61035353,608864.8,610353.5304
-38742.5,-282417.5,121891.75,-160525.75,212.2180921,574.3702094,-0.835396905,-1.197035797,1.511500551,0.609876404,608391.94,609876.404
-38634,-282282,121878.25,-160403.75,212.0575658,574.7413423,-0.835380871,-1.197058772,1.512477216,0.609399223,607919,609399.2231
-38525.5,-282146.5,121864.75,-160281.75,211.8970395,575.1130375,-0.835364835,-1.197081752,1.513455362,0.608921988,607446.06,608921.9879
-38417,-282011,121851.25,-160159.75,211.7365132,575.4852962,-0.835348797,-1.197104734,1.51443499,0.608444698,606973.25,608444.6984
-38308.5,-281875.5,121837.75,-160037.75,211.5759868,575.8581199,-0.835332758,-1.19712772,1.515416105,0.607967355,606500.25,607967.3547
-38200,-281740,121824.25,-159915.75,211.4154605,576.2315097,-0.835316717,-1.19715071,1.51639871,0.607489957,606027.4,607489.9567
-38091.5,-281604.5,121810.75,-159793.75,211.2549342,576.605467,-0.835300674,-1.197173702,1.517382808,0.607012505,605554.5,607012.5047
-37983,-281469,121797.25,-159671.75,211.0944079,576.9799931,-0.835284629,-1.197196699,1.518368403,0.606534999,605081.56,606534.9986
-37874.5,-281333.5,121783.75,-159549.75,210.9338816,577.3550891,-0.835268582,-1.197219699,1.519355498,0.606057438,604608.6,606057.4384
-37766,-281198,121770.25,-159427.75,210.7733553,577.7307566,-0.835252534,-1.197242702,1.520344096,0.605579824,604135.75,605579.8243
-37657.5,-281062.5,121756.75,-159305.75,210.6128289,578.1069967,-0.835236484,-1.197265708,1.521334202,0.605102156,603662.8,605102.1563
-37549,-280927,121743.25,-159183.75,210.4523026,578.4838107,-0.835220432,-1.197288718,1.522325818,0.604624434,603190,604624.4345
-37440.5,-280791.5,121729.75,-159061.75,210.2917763,578.8612001,-0.835204378,-1.197311732,1.523318948,0.604146659,602717.1,604146.6588
-37332,-280656,121716.25,-158939.75,210.13125,579.239166,-0.835188322,-1.197334749,1.524313595,0.603668829,602244.2,603668.8294
-37223.5,-280520.5,121702.75,-158817.75,209.9707237,579.6177099,-0.835172265,-1.197357769,1.525309763,0.603190946,601771.3,603190.9464
-37115,-280385,121689.25,-158695.75,209.8101974,579.996833,-0.835156206,-1.197380793,1.526307455,0.60271301,601298.44,602713.0097
-37006.5,-280249.5,121675.75,-158573.75,209.6496711,580.3765367,-0.835140145,-1.19740382,1.527306675,0.602235019,600825.5,602235.0194
-36898,-280114,121662.25,-158451.75,209.4891447,580.7568223,-0.835124082,-1.197426851,1.528307427,0.601756976,600352.6,601756.9756
-36789.5,-279978.5,121648.75,-158329.75,209.3286184,581.1376911,-0.835108018,-1.197449885,1.529309714,0.601278878,599879.75,601278.8783
-36681,-279843,121635.25,-158207.75,209.1680921,581.5191446,-0.835091952,-1.197472922,1.530313538,0.600800728,599406.9,600800.7277
-36572.5,-279707.5,121621.75,-158085.75,209.0075658,581.901184,-0.835075884,-1.197495963,1.531318905,0.600322524,598933.94,600322.5236
-36464,-279572,121608.25,-157963.75,208.8470395,582.2838107,-0.835059814,-1.197519008,1.532325818,0.599844266,598461.06,599844.2663
-36355.5,-279436.5,121594.75,-157841.75,208.6865132,582.6670261,-0.835043743,-1.197542056,1.533334279,0.599365956,597988.2,599365.9558
-36247,-279301,121581.25,-157719.75,208.5259868,583.0508314,-0.835027669,-1.197565107,1.534344293,0.598887592,597515.3,598887.5921
-36138.5,-279165.5,121567.75,-157597.75,208.3654605,583.4352281,-0.835011594,-1.197588162,1.535355864,0.598409175,597042.4,598409.1752
-36030,-279030,121554.25,-157475.75,208.2049342,583.8202176,-0.834995517,-1.19761122,1.536368994,0.597930705,596569.5,597930.7053
-35921.5,-278894.5,121540.75,-157353.75,208.0444079,584.2058012,-0.834979438,-1.197634282,1.537383687,0.597452182,596096.5,597452.1824
-35813,-278759,121527.25,-157231.75,207.8838816,584.5919803,-0.834963358,-1.197657347,1.538399948,0.596973607,595623.7,596973.6066
-35704.5,-278623.5,121513.75,-157109.75,207.7233553,584.9787562,-0.834947276,-1.197680415,1.53941778,0.596494978,595150.75,596494.9778
-35596,-278488,121500.25,-156987.75,207.5628289,585.3661304,-0.834931192,-1.197703487,1.540437185,0.596016296,594677.6,596016.2962
-35487.5,-278352.5,121486.75,-156865.75,207.4023026,585.7541043,-0.834915106,-1.197726563,1.541458169,0.595537562,594204.5,595537.5619
-35379,-278217,121473.25,-156743.75,207.2417763,586.1426791,-0.834899018,-1.197749642,1.542480735,0.595058775,593731.4,595058.7748
-35270.5,-278081.5,121459.75,-156621.75,207.08125,586.5318565,-0.834882929,-1.197772724,1.543504885,0.594579935,593258.25,594579.935
-35162,-277946,121446.25,-156499.75,206.9207237,586.9216376,-0.834866838,-1.19779581,1.544530625,0.594101043,592781.56,594101.0427
-35053.5,-277810.5,121432.75,-156377.75,206.7601974,587.312024,-0.834850745,-1.197818899,1.545557958,0.593622098,592303.06,593622.0978
-34945,-277675,121419.25,-156255.75,206.5996711,587.7030171,-0.83483465,-1.197841992,1.546586887,0.5931431,591824.5,593143.1004
-34836.5,-277539.5,121405.75,-156133.75,206.4391447,588.0946182,-0.834818553,-1.197865088,1.547617416,0.592664051,591346,592664.0506
-34728,-277404,121392.25,-156011.75,206.2786184,588.4868288,-0.834802455,-1.197888188,1.548649549,0.592184948,590867.56,592184.9484
-34619.5,-277268.5,121378.75,-155889.75,206.1180921,588.8796503,-0.834786355,-1.197911291,1.54968329,0.591705794,590389,591705.7939
-34511,-277133,121365.25,-155767.75,205.9575658,589.2730842,-0.834770253,-1.197934398,1.550718643,0.591226587,589910.5,591226.5872
-34402.5,-276997.5,121351.75,-155645.75,205.7970395,589.6671318,-0.834754149,-1.197957508,1.55175561,0.590747328,589432.06,590747.3283
-34294,-276862,121338.25,-155523.75,205.6365132,590.0617947,-0.834738043,-1.197980621,1.552794196,0.590268017,588953.5,590268.0172
-34185.5,-276726.5,121324.75,-155401.75,205.4759868,590.4570742,-0.834721936,-1.198003738,1.553834406,0.589788654,588475.06,589788.6541
-34077,-276591,121311.25,-155279.75,205.3154605,590.8529718,-0.834705827,-1.198026859,1.554876241,0.589309239,587996.44,589309.2389
-33968.5,-276455.5,121297.75,-155157.75,205.1549342,591.2494889,-0.834689716,-1.198049983,1.555919708,0.588829772,587518,588829.7718
-33860,-276320,121284.25,-155035.75,204.9944079,591.6466271,-0.834673603,-1.19807311,1.556964808,0.588350253,587039.44,588350.2528
-33751.5,-276184.5,121270.75,-154913.75,204.8338816,592.0443877,-0.834657489,-1.198096241,1.558011547,0.587870682,586561,587870.682
-33643,-276049,121257.25,-154791.75,204.6733553,592.4427723,-0.834641373,-1.198119375,1.559059927,0.587391059,586082.5,587391.0594
-33534.5,-275913.5,121243.75,-154669.75,204.5128289,592.8417822,-0.834625255,-1.198142513,1.560109953,0.586911385,585603.94,586911.3851
-33426,-275778,121230.25,-154547.75,204.3523026,593.2414191,-0.834609135,-1.198165654,1.561161629,0.586431659,585125.44,586431.6591
-33317.5,-275642.5,121216.75,-154425.75,204.1917763,593.6416842,-0.834593013,-1.198188799,1.562214959,0.585951882,584646.94,585951.8816
-33209,-275507,121203.25,-154303.75,204.03125,594.0425793,-0.83457689,-1.198211947,1.563269945,0.585472052,584168.5,585472.0525
-33100.5,-275371.5,121189.75,-154181.75,203.8707237,594.4441056,-0.834560764,-1.198235099,1.564326594,0.584992172,583690,584992.1719
-32992,-275236,121176.25,-154059.75,203.7101974,594.8462648,-0.834544637,-1.198258254,1.565384907,0.58451224,583211.5,584512.2399
-32883.5,-275100.5,121162.75,-153937.75,203.5496711,595.2490582,-0.834528508,-1.198281413,1.56644489,0.584032257,582733,584032.2566
-32775,-274965,121149.25,-153815.75,203.3891447,595.6524875,-0.834512378,-1.198304575,1.567506546,0.583552222,582254.5,583552.222
-32666.5,-274829.5,121135.75,-153693.75,203.2286184,596.0565541,-0.834496245,-1.19832774,1.568569879,0.583072136,581776.06,583072.1361
-32558,-274694,121122.25,-153571.75,203.0680921,596.4612596,-0.834480111,-1.198350909,1.569634894,0.582591999,581297.56,582591.9991
-32449.5,-274558.5,121108.75,-153449.75,202.9075658,596.8666054,-0.834463975,-1.198374082,1.570701593,0.582111811,580819.06,582111.811
-32341,-274423,121095.25,-153327.75,202.7470395,597.2725931,-0.834447837,-1.198397258,1.571769982,0.581631572,580340.5,581631.5719
-32232.5,-274287.5,121081.75,-153205.75,202.5865132,597.6792241,-0.834431698,-1.198420437,1.572840063,0.581151282,579862.06,581151.2817
-32124,-274152,121068.25,-153083.75,202.4259868,598.0865001,-0.834415556,-1.19844362,1.573911842,0.580670941,579383.56,580670.9407
-32015.5,-274016.5,121054.75,-152961.75,202.2654605,598.4944226,-0.834399413,-1.198466807,1.574985323,0.580190549,578905.1,580190.5487
-31907,-273881,121041.25,-152839.75,202.1049342,598.902993,-0.834383268,-1.198489997,1.576060508,0.579710106,578426.6,579710.106
-31798.5,-273745.5,121027.75,-152717.75,201.9444079,599.312213,-0.834367121,-1.19851319,1.577137403,0.579229613,577948.06,579229.6126
-31690,-273610,121014.25,-152595.75,201.7838816,599.7220841,-0.834350972,-1.198536387,1.578216011,0.578749069,577469.56,578749.0685
-31581.5,-273474.5,121000.75,-152473.75,201.6233553,600.1326079,-0.834334822,-1.198559588,1.579296336,0.578268474,576991.06,578268.4738
-31473,-273339,120987.25,-152351.75,201.4628289,600.5437858,-0.83431867,-1.198582791,1.580378384,0.577787829,576512.6,577787.8285
-31364.5,-273203.5,120973.75,-152229.75,201.3023026,600.9556196,-0.834302516,-1.198605999,1.581462157,0.577307133,576034.06,577307.1328
-31256,-273068,120960.25,-152107.75,201.1417763,601.3681107,-0.83428636,-1.19862921,1.58254766,0.576826387,575555.5,576826.3867
-31147.5,-272932.5,120946.75,-151985.75,200.98125,601.7812607,-0.834270202,-1.198652424,1.583634897,0.57634559,575077.1,576345.5901
-31039,-272797,120933.25,-151863.75,200.8207237,602.1950712,-0.834254043,-1.198675642,1.584723872,0.575864743,574598.56,575864.7434
-30930.5,-272661.5,120919.75,-151741.75,200.6601974,602.6095438,-0.834237881,-1.198698863,1.585814589,0.575383846,574120.06,575383.8463
-30822,-272526,120906.25,-151619.75,200.4996711,603.0246801,-0.834221718,-1.198722088,1.586907053,0.574902899,573641.5,574902.8991
-30713.5,-272390.5,120892.75,-151497.75,200.3391447,603.4404817,-0.834205553,-1.198745316,1.588001268,0.574421902,573163.06,574421.9019
-30605,-272255,120879.25,-151375.75,200.1786184,603.8569501,-0.834189387,-1.198768548,1.589097237,0.573940855,572684.5,573940.8545
-30496.5,-272119.5,120865.75,-151253.75,200.0180921,604.274087,-0.834173218,-1.198791783,1.590194966,0.573459757,572206.06,573459.7573
-30388,-271984,120852.25,-151131.75,199.8575658,604.6918941,-0.834157048,-1.198815022,1.591294458,0.57297861,571727.56,572978.6101
-30279.5,-271848.5,120838.75,-151009.75,199.6970395,605.1103728,-0.834140876,-1.198838265,1.592395718,0.572497413,571249,572497.413
-30171,-271713,120825.25,-150887.75,199.5365132,605.5295248,-0.834124702,-1.19886151,1.59349875,0.572016166,570770.56,572016.1662
-30062.5,-271577.5,120811.75,-150765.75,199.3759868,605.9493518,-0.834108526,-1.19888476,1.594603557,0.57153487,570292,571534.8697
-29954,-271442,120798.25,-150643.75,199.2154605,606.3698554,-0.834092349,-1.198908012,1.595710146,0.571053524,569813.5,571053.5235
-29845.5,-271306.5,120784.75,-150521.75,199.0549342,606.7910373,-0.834076169,-1.198931269,1.596818519,0.570572128,569335.06,570572.1278
-29737,-271171,120771.25,-150399.75,198.8944079,607.2128989,-0.834059988,-1.198954529,1.597928681,0.570090683,568856.5,570090.6825
-29628.5,-271035.5,120757.75,-150277.75,198.7338816,607.6354421,-0.834043805,-1.198977792,1.599040637,0.569609188,568378,569609.1878
-29520,-270900,120744.25,-150155.75,198.5733553,608.0586685,-0.834027621,-1.199001059,1.600154391,0.569127644,567899.44,569127.6437
-29411.5,-270764.5,120730.75,-150033.75,198.4128289,608.4825797,-0.834011434,-1.199024329,1.601269947,0.56864605,567421,568646.0503
-29303,-270629,120717.25,-149911.75,198.2523026,608.9071774,-0.833995246,-1.199047603,1.602387309,0.568164408,566942.44,568164.4076
-29194.5,-270493.5,120703.75,-149789.75,198.0917763,609.3324632,-0.833979055,-1.19907088,1.603506482,0.567682716,566464,567682.7157
-29086,-270358,120690.25,-149667.75,197.93125,609.7584389,-0.833962863,-1.199094161,1.604627471,0.567200975,565985.4,567200.9747
-28977.5,-270222.5,120676.75,-149545.75,197.7707237,610.185106,-0.83394667,-1.199117445,1.605750279,0.566719185,565506.6,566719.1847
-28869,-270087,120663.25,-149423.75,197.6101974,610.6124664,-0.833930474,-1.199140733,1.606874912,0.566237346,565027.75,566237.3457
-28760.5,-269951.5,120649.75,-149301.75,197.4496711,611.0405217,-0.833914277,-1.199164025,1.608001373,0.565755458,564549,565755.4577
-28652,-269816,120636.25,-149179.75,197.2891447,611.4692735,-0.833898077,-1.199187319,1.609129667,0.565273521,564070.2,565273.5209
-28543.5,-269680.5,120622.75,-149057.75,197.1286184,611.8987236,-0.833881876,-1.199210618,1.610259799,0.564791535,563591.5,564791.5353
-28435,-269545,120609.25,-148935.75,196.9680921,612.3288737,-0.833865673,-1.19923392,1.611391773,0.564309501,563112.6,564309.501
-28326.5,-269409.5,120595.75,-148813.75,196.8075658,612.7597256,-0.833849469,-1.199257225,1.612525594,0.563827418,562633.9,563827.418
-28218,-269274,120582.25,-148691.75,196.6470395,613.1912808,-0.833833262,-1.199280534,1.613661265,0.563345286,562155.06,563345.2864
-28109.5,-269138.5,120568.75,-148569.75,196.4865132,613.6235412,-0.833817054,-1.199303846,1.614798793,0.562863106,561676.3,562863.1064
-28001,-269003,120555.25,-148447.75,196.3259868,614.0565085,-0.833800844,-1.199327162,1.61593818,0.562380878,561197.5,562380.8778
-27892.5,-268867.5,120541.75,-148325.75,196.1654605,614.4901843,-0.833784632,-1.199350482,1.617079432,0.561898601,560718.6,561898.6009
-27784,-268732,120528.25,-148203.75,196.0049342,614.9245706,-0.833768418,-1.199373805,1.618222554,0.561416276,560239.9,561416.2757
-27675.5,-268596.5,120514.75,-148081.75,195.8444079,615.3596689,-0.833752203,-1.199397131,1.61936755,0.560933902,559761.1,560933.9022
-27567,-268461,120501.25,-147959.75,195.6838816,615.7954811,-0.833735985,-1.199420461,1.620514424,0.560451481,559282.4,560451.4805
-27458.5,-268325.5,120487.75,-147837.75,195.5233553,616.2320089,-0.833719766,-1.199443795,1.621663181,0.559969011,558803.56,559969.0108
-27350,-268190,120474.25,-147715.75,195.3628289,616.6692541,-0.833703545,-1.199467132,1.622813827,0.559486493,558324.75,559486.493
-27241.5,-268054.5,120460.75,-147593.75,195.2023026,617.1072184,-0.833687322,-1.199490473,1.623966364,0.559003927,557846,559003.9272
-27133,-267919,120447.25,-147471.75,195.0417763,617.5459036,-0.833671097,-1.199513817,1.625120799,0.558521313,557367.2,558521.3135
-27024.5,-267783.5,120433.75,-147349.75,194.88125,617.9853116,-0.833654871,-1.199537164,1.626277136,0.558038652,556888.4,558038.652
-26916,-267648,120420.25,-147227.75,194.7207237,618.425444,-0.833638643,-1.199560516,1.627435379,0.557555943,556409.6,557555.9427
-26807.5,-267512.5,120406.75,-147105.75,194.5601974,618.8663027,-0.833622413,-1.19958387,1.628595533,0.557073186,555930.8,557073.1857
-26699,-267377,120393.25,-146983.75,194.3996711,619.3078895,-0.833606181,-1.199607229,1.629757604,0.556590381,555452,556590.3811
-26590.5,-267241.5,120379.75,-146861.75,194.2391447,619.7502062,-0.833589947,-1.19963059,1.630921595,0.556107529,554973.2,556107.5289
-26482,-267106,120366.25,-146739.75,194.0786184,620.1932546,-0.833573711,-1.199653956,1.632087512,0.555624629,554494.4,555624.6293
-26373.5,-266970.5,120352.75,-146617.75,193.9180921,620.6370365,-0.833557474,-1.199677324,1.633255359,0.555141682,554015.6,555141.6822
-26265,-266835,120339.25,-146495.75,193.7575658,621.0815537,-0.833541235,-1.199700697,1.634425141,0.554658688,553536.8,554658.6878
-26156.5,-266699.5,120325.75,-146373.75,193.5970395,621.5268081,-0.833524994,-1.199724073,1.635596863,0.554175646,553058,554175.6461
-26048,-266564,120312.25,-146251.75,193.4365132,621.9728015,-0.833508751,-1.199747452,1.63677053,0.553692557,552579.25,553692.5572
-25939.5,-266428.5,120298.75,-146129.75,193.2759868,622.4195357,-0.833492506,-1.199770835,1.637946147,0.553209421,552100.44,553209.4212
-25831,-266293,120285.25,-146007.75,193.1154605,622.8670127,-0.83347626,-1.199794222,1.639123718,0.552726238,551621.6,552726.2381
-25722.5,-266157.5,120271.75,-145885.75,192.9549342,623.3152342,-0.833460011,-1.199817612,1.640303248,0.552243008,551142.9,552243.008
-25614,-266022,120258.25,-145763.75,192.7944079,623.764202,-0.833443761,-1.199841005,1.641484742,0.551759731,550664.06,551759.731
-25505.5,-265886.5,120244.75,-145641.75,192.6338816,624.2139182,-0.833427509,-1.199864402,1.642668206,0.551276407,550185.25,551276.4071
-25397,-265751,120231.25,-145519.75,192.4733553,624.6643845,-0.833411255,-1.199887803,1.643853643,0.550793036,549706.44,550793.0365
-25288.5,-265615.5,120217.75,-145397.75,192.3128289,625.1156028,-0.833395,-1.199911207,1.64504106,0.550309619,549227.6,550309.6191
-25180,-265480,120204.25,-145275.75,192.1523026,625.5675751,-0.833378742,-1.199934615,1.646230461,0.549826155,548748.9,549826.1551
-25071.5,-265344.5,120190.75,-145153.75,191.9917763,626.0203031,-0.833362483,-1.199958026,1.64742185,0.549342645,548270.06,549342.6446
-24963,-265209,120177.25,-145031.75,191.83125,626.4737888,-0.833346222,-1.199981441,1.648615234,0.548859088,547791.25,548859.0875
